Time,T° 600,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
18:30:00,24.5,0.082,0.083,0.08,0.08,0.082,0.083,0.083,0.083,0.084,0.178,0.128,0.183,0.126,0.184,0.127,0.082,0.081,0.128,0.129,0.125,0.125,0.127,0.126,0.088,0.081,0.272,0.127,0.261,0.125,0.256,0.126,0.082,0.082,0.125,0.132,0.128,0.126,0.126,0.129,0.099,0.09,0.084,0.082,0.081,0.085,0.082,0.082,0.094
19:00:00,24.5,0.084,0.084,0.08,0.08,0.082,0.083,0.083,0.083,0.084,0.18,0.128,0.186,0.126,0.179,0.127,0.082,0.082,0.128,0.129,0.126,0.126,0.127,0.126,0.088,0.081,0.27,0.127,0.247,0.126,0.257,0.126,0.081,0.081,0.125,0.132,0.129,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.085,0.083,0.083,0.094
19:30:00,24.5,0.081,0.084,0.08,0.08,0.082,0.083,0.083,0.083,0.084,0.181,0.128,0.19,0.126,0.181,0.127,0.082,0.082,0.128,0.129,0.126,0.125,0.127,0.126,0.088,0.082,0.281,0.127,0.254,0.125,0.255,0.126,0.082,0.081,0.125,0.132,0.129,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.085,0.082,0.083,0.094
20:00:00,24.5,0.08,0.085,0.08,0.08,0.082,0.083,0.083,0.083,0.084,0.184,0.128,0.191,0.126,0.183,0.127,0.082,0.082,0.128,0.129,0.126,0.125,0.127,0.126,0.088,0.081,0.273,0.127,0.247,0.125,0.261,0.126,0.082,0.081,0.124,0.132,0.13,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.086,0.083,0.082,0.094
20:30:00,24.5,0.08,0.083,0.08,0.08,0.082,0.082,0.083,0.083,0.084,0.186,0.128,0.193,0.126,0.184,0.127,0.082,0.081,0.128,0.129,0.126,0.125,0.127,0.126,0.088,0.082,0.277,0.127,0.241,0.125,0.274,0.126,0.081,0.082,0.124,0.132,0.131,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.085,0.082,0.082,0.093
21:00:00,24.5,0.08,0.083,0.08,0.08,0.082,0.082,0.083,0.083,0.084,0.187,0.128,0.193,0.126,0.186,0.127,0.082,0.082,0.128,0.129,0.126,0.126,0.127,0.126,0.088,0.081,0.27,0.127,0.237,0.125,0.267,0.126,0.082,0.081,0.124,0.132,0.133,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.085,0.082,0.082,0.093
21:30:00,24.5,0.08,0.089,0.081,0.08,0.082,0.083,0.083,0.083,0.084,0.188,0.128,0.194,0.126,0.188,0.127,0.082,0.082,0.128,0.129,0.126,0.126,0.128,0.126,0.088,0.081,0.262,0.127,0.221,0.126,0.264,0.126,0.082,0.082,0.124,0.132,0.136,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.085,0.083,0.082,0.093
22:00:00,24.4,0.08,0.084,0.082,0.08,0.082,0.083,0.083,0.083,0.084,0.189,0.128,0.196,0.126,0.189,0.127,0.082,0.082,0.128,0.13,0.127,0.127,0.128,0.126,0.088,0.082,0.268,0.128,0.235,0.126,0.268,0.126,0.082,0.081,0.124,0.132,0.141,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.085,0.082,0.083,0.093
22:30:00,24.4,0.08,0.083,0.081,0.08,0.082,0.083,0.083,0.083,0.084,0.191,0.128,0.197,0.126,0.19,0.127,0.082,0.081,0.128,0.129,0.127,0.126,0.127,0.125,0.088,0.081,0.268,0.127,0.235,0.126,0.274,0.126,0.081,0.081,0.124,0.132,0.147,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.085,0.083,0.083,0.093
23:00:00,24.4,0.08,0.083,0.08,0.08,0.082,0.083,0.083,0.084,0.083,0.192,0.128,0.199,0.126,0.191,0.127,0.082,0.082,0.128,0.129,0.126,0.126,0.127,0.126,0.088,0.081,0.267,0.127,0.237,0.125,0.27,0.126,0.081,0.082,0.124,0.132,0.152,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.086,0.083,0.083,0.093
